0.60136,0.47130,1.76136,1.44822
0.42752,0.37430,1.34123,1.21421
0.34296,0.32590,1.12691,1.13863
0.29670,0.34530,1.01567,1.25163
0.27316,0.29310,0.95388,1.08052
0.25112,0.27420,0.89840,0.99643
0.24166,0.24440,0.86705,0.91446
0.22456,0.25500,0.83055,0.95481
0.21632,0.26600,0.81241,0.97665
0.20692,0.30150,0.79002,1.15969
0.20142,0.24730,0.77400,0.95014
0.19838,0.21460,0.76341,0.81726
0.19372,0.23840,0.75153,0.92102
0.18996,0.28730,0.73897,1.13578
0.18692,0.31140,0.73486,1.26699
0.18526,0.22620,0.72540,0.89846
0.17932,0.26380,0.72048,1.05165
0.17796,0.26820,0.71284,1.02073
0.17554,0.19380,0.70703,0.78886
0.17126,0.18660,0.69918,0.76771
0.17170,0.28350,0.69989,1.15904
0.16606,0.19980,0.68988,0.80663
0.16544,0.23460,0.68945,0.94556
0.16242,0.18310,0.68450,0.74145
0.16000,0.20790,0.67943,0.84159
0.16214,0.18870,0.67747,0.79765
0.16128,0.19780,0.67695,0.81479
0.15916,0.22620,0.67349,0.93079
0.15674,0.19730,0.67272,0.83985
0.15544,0.21610,0.66837,0.88542
0.15510,0.18770,0.66557,0.77531
0.15476,0.19290,0.66461,0.81278
0.15564,0.22090,0.66315,0.91583
0.15314,0.26150,0.66740,1.07004
0.15212,0.20720,0.66376,0.87954
0.14992,0.21550,0.65906,0.87845
0.15228,0.19080,0.66394,0.80896
0.14764,0.26070,0.65779,1.11582
0.14908,0.20070,0.65305,0.84590
0.14886,0.18950,0.65605,0.78711
0.14618,0.23210,0.65403,0.99924
0.14632,0.23180,0.65121,0.98850
0.14666,0.17040,0.65303,0.73689
0.14324,0.20710,0.64606,0.86771
0.14496,0.18920,0.64635,0.82402
0.14420,0.17920,0.64754,0.79556
0.14332,0.21080,0.64505,0.88521
0.14454,0.16070,0.64871,0.69861
0.14512,0.20010,0.65163,0.86962
0.14060,0.19180,0.64033,0.83516
0.14100,0.21000,0.64208,0.89581
0.14082,0.19830,0.64121,0.82603
0.13800,0.18170,0.63607,0.79488
0.14010,0.16700,0.63930,0.73947
0.14102,0.15710,0.64073,0.70282
0.13728,0.15960,0.63968,0.71126
0.13766,0.18530,0.63730,0.81109
0.13714,0.17350,0.63339,0.75904
0.13928,0.18740,0.63707,0.82504
0.13382,0.17800,0.62750,0.77737
0.13868,0.17780,0.64058,0.78043
0.13498,0.16960,0.63391,0.76797
0.13590,0.18480,0.63147,0.81278
0.13466,0.15660,0.63232,0.71252
0.13500,0.16390,0.63020,0.73587
0.13562,0.17630,0.63271,0.78016
0.13500,0.17880,0.62870,0.80353
0.13366,0.18540,0.62879,0.81196
0.13392,0.20480,0.62862,0.88340
0.13144,0.17910,0.62612,0.78910
0.13166,0.17400,0.62213,0.75267
0.13154,0.20850,0.62583,0.90978
0.13318,0.16900,0.63119,0.74547
0.13212,0.16640,0.62168,0.76672
0.13044,0.15860,0.62195,0.72135
0.13194,0.15420,0.62194,0.70466
0.13270,0.18450,0.62895,0.82545
0.13026,0.15080,0.61771,0.68500
0.12998,0.21510,0.62281,0.92494
0.12860,0.14770,0.61893,0.69141
0.09602,0.11470,0.52444,0.58003
0.08126,0.10380,0.47506,0.54681
0.07692,0.10130,0.45692,0.54306
0.07416,0.10100,0.44508,0.53811
0.07146,0.10030,0.43337,0.53501
0.06922,0.10220,0.42926,0.53361
0.06686,0.10080,0.41815,0.52803
0.06632,0.10100,0.41331,0.53182
0.06542,0.09930,0.40461,0.52810
0.06550,0.10490,0.40033,0.53906
0.06334,0.09590,0.39430,0.50888
0.06224,0.10070,0.38727,0.52032
0.06096,0.09910,0.38172,0.50559
0.05928,0.09910,0.37609,0.51931
0.05878,0.09760,0.37278,0.50101
0.05806,0.09250,0.36425,0.49024
0.05976,0.09430,0.36373,0.49055
0.05776,0.09770,0.35915,0.49910
0.05684,0.09970,0.35411,0.50440
0.05526,0.10030,0.34922,0.51010
0.05562,0.09070,0.34579,0.47414
0.05602,0.09830,0.34560,0.49627
0.05514,0.09580,0.33989,0.48365
0.05404,0.09520,0.33337,0.48481
0.05354,0.09390,0.33036,0.47830
0.05304,0.09650,0.32771,0.48087
0.05384,0.09650,0.32678,0.48430
0.05350,0.09870,0.32200,0.48464
0.05178,0.10130,0.31857,0.49967
0.05324,0.10170,0.32057,0.49277
0.05100,0.10120,0.31409,0.49750
0.05040,0.10430,0.30887,0.50853
0.05158,0.09770,0.31276,0.47761
0.04940,0.09720,0.30304,0.48457
0.05080,0.09650,0.30444,0.47163
0.05036,0.10550,0.30309,0.50398
0.05016,0.10380,0.30032,0.48938
0.05100,0.09510,0.30051,0.46724
0.04814,0.10700,0.29297,0.49908
0.04760,0.09170,0.28789,0.45324
0.04264,0.09040,0.27601,0.45856
0.03850,0.09080,0.26441,0.45320
0.03826,0.09060,0.26246,0.45064
0.03694,0.08940,0.25977,0.44435
0.03508,0.09310,0.25549,0.46048
0.03488,0.08870,0.25551,0.44827
0.03560,0.09260,0.25520,0.45982
0.03512,0.09110,0.25342,0.45695
0.03478,0.08930,0.25161,0.45008
0.03374,0.08950,0.25099,0.44790
0.03390,0.08790,0.24879,0.44633
0.03430,0.08890,0.24970,0.44259
0.03308,0.08990,0.24867,0.44730
0.03392,0.08900,0.24691,0.44736
0.03298,0.08960,0.24626,0.45443
0.03344,0.08850,0.24626,0.44727
0.03370,0.08830,0.24556,0.44422
0.03326,0.09000,0.24529,0.45166
0.03308,0.08920,0.24507,0.44657
0.03446,0.08740,0.24652,0.45001
0.03238,0.08660,0.24144,0.44510
0.03208,0.09110,0.24221,0.45204
0.03268,0.08760,0.24138,0.44743
0.03256,0.08930,0.24140,0.45185
0.03184,0.08690,0.24108,0.44623
0.03222,0.08800,0.23988,0.44854
0.03196,0.09090,0.23955,0.45024
0.03188,0.08830,0.24056,0.45214
0.03136,0.08950,0.23941,0.44869
0.03082,0.08890,0.23662,0.45294
